from,to,distance
16,62,1814.0
16,63,1014.0
16,64,1199.0
16,65,2684.0
16,66,2292.0
16,67,2439.0
16,68,2422.0
16,69,2335.0
16,70,2218.0
16,71,2296.0
16,72,1961.0
16,73,1268.0
16,74,1106.0
16,75,772.0
16,76,510.0
16,77,1141.0
16,78,1311.0
16,79,1061.0
16,80,800.0
16,81,1685.0
16,82,1793.0
16,83,1845.0
16,84,1855.0
16,85,1977.0
16,86,2097.0
16,87,2109.0
16,88,1375.0
16,89,1385.0
16,90,1533.0
16,91,1693.0
16,92,2356.0
16,93,2341.0
16,94,2151.0
16,95,2092.0
16,96,1922.0
16,97,1332.0
16,98,1343.0
16,99,2001.0
16,100,2013.0
16,101,2210.0
17,1,2476.0
17,2,2455.0
17,3,3098.0
17,4,2300.0
17,5,1221.0
17,6,1329.0
17,7,42.0
17,8,464.0
17,9,10000.0
17,10,812.0
17,11,834.0
17,12,741.0
17,13,1015.0
17,14,504.0
17,15,684.0
17,16,13.0
17,17,0.0
17,18,238.0
17,19,1157.0
17,20,1821.0
17,21,2490.0
17,22,2575.0
17,23,2658.0
17,24,1838.0
17,25,1902.0
17,26,1917.0
17,27,1783.0
17,28,1750.0
17,29,1570.0
17,30,1592.0
17,31,2092.0
17,32,1954.0
17,33,2203.0
17,34,2058.0
17,35,2067.0
17,36,2210.0
17,37,2124.0
17,38,1981.0
17,39,1855.0
17,40,1889.0
17,41,1898.0
17,42,1989.0
17,43,1805.0
17,44,1957.0
17,45,1966.0
17,46,2078.0
17,47,2101.0
17,48,2202.0
17,49,2268.0
17,50,1190.0
17,51,1199.0
17,52,1349.0
17,53,2361.0
17,54,2092.0
17,55,2000.0
17,56,1681.0
17,57,1933.0
17,58,2250.0
17,59,2343.0
17,60,1613.0
17,61,1698.0
17,62,1828.0
17,63,1028.0
17,64,1213.0
17,65,2670.0
17,66,2278.0
17,67,2425.0
17,68,2436.0
17,69,2349.0
17,70,2232.0
17,71,2310.0
17,72,1975.0
17,73,1282.0
17,74,1120.0
17,75,786.0
17,76,523.0
17,77,1155.0
17,78,1325.0
17,79,1075.0
17,80,814.0
17,81,1699.0
17,82,1807.0
17,83,1831.0
17,84,1841.0
17,85,1964.0
17,86,2083.0
17,87,2095.0
17,88,1389.0
17,89,1399.0
17,90,1547.0
17,91,1707.0
17,92,2370.0
17,93,2355.0
17,94,2165.0
17,95,2106.0
17,96,1936.0
17,97,1346.0
17,98,1357.0
17,99,2015.0
17,100,2027.0
17,101,2224.0
18,1,2715.0
18,2,2694.0
18,3,3337.0
18,4,2539.0
18,5,1460.0
18,6,1568.0
18,7,281.0
18,8,703.0
18,9,10000.0
18,10,1051.0
18,11,1073.0
18,12,980.0
18,13,1254.0
18,14,743.0
18,15,923.0
18,16,252.0
18,17,238.0
18,18,0.0
18,19,1396.0
18,20,2060.0
18,21,2729.0
18,22,2814.0
18,23,2897.0
18,24,2077.0
18,25,2141.0
18,26,2156.0
18,27,2022.0
18,28,1989.0
18,29,1809.0
18,30,1831.0
18,31,2331.0
18,32,2193.0
18,33,2442.0
18,34,2297.0
18,35,2306.0
18,36,2449.0
18,37,2363.0
18,38,2220.0
18,39,2094.0
18,40,2128.0
18,41,2137.0
18,42,2228.0
18,43,2044.0
18,44,2195.0
18,45,2205.0
18,46,2316.0
18,47,2340.0
18,48,2441.0
18,49,2507.0
18,50,1429.0
18,51,1438.0
18,52,1588.0
18,53,2600.0
18,54,2331.0
18,55,2239.0
18,56,1920.0
18,57,2172.0
18,58,2489.0
18,59,2582.0
18,60,1852.0
18,61,1937.0
18,62,2067.0
18,63,1267.0
18,64,1452.0
18,65,2909.0
18,66,2517.0
18,67,2664.0
18,68,2675.0
18,69,2587.0
18,70,2471.0
18,71,2549.0
18,72,2214.0
18,73,1521.0
18,74,1358.0
18,75,1025.0
18,76,762.0
18,77,1394.0
18,78,1564.0
18,79,1314.0
18,80,1053.0
18,81,1938.0
18,82,2046.0
18,83,2070.0
18,84,2080.0
18,85,2203.0
18,86,2322.0
18,87,2334.0
18,88,1628.0
18,89,1638.0
18,90,1786.0
18,91,1946.0
18,92,2609.0
18,93,2594.0
18,94,2404.0
18,95,2345.0
18,96,2175.0
18,97,1585.0
18,98,1596.0
18,99,2254.0
18,100,2266.0
18,101,2463.0
19,1,1460.0
19,2,2506.0
19,3,3149.0
19,4,3172.0
19,5,64.0
19,6,171.0
19,7,1260.0
19,8,824.0
19,9,10000.0
19,10,2030.0
19,11,2053.0
19,12,1959.0
19,13,2233.0
19,14,785.0
19,15,966.0
19,16,1232.0
19,17,1218.0
19,18,1457.0
19,19,0.0
19,20,805.0
19,21,1474.0
19,22,1559.0
19,23,1642.0
19,24,822.0
19,25,886.0
19,26,1967.0
19,27,1833.0
19,28,2947.0
19,29,2767.0
19,30,2745.0
19,31,2142.0
19,32,2005.0
19,33,2340.0
19,34,2109.0
19,35,2117.0
19,36,2453.0
19,37,2367.0
19,38,2031.0
19,39,1906.0
19,40,2563.0
19,41,2573.0
19,42,2664.0
19,43,2781.0
19,44,2631.0
19,45,2641.0
19,46,2752.0
19,47,2776.0
19,48,2876.0
19,49,2942.0
19,50,1550.0
19,51,1559.0
19,52,1677.0
19,53,3008.0
19,54,3012.0
19,55,2974.0
19,56,2656.0
19,57,2466.0
19,58,2849.0
19,59,2942.0
19,60,1974.0
19,61,2059.0
19,62,2188.0
19,63,1388.0
19,64,1573.0
19,65,3269.0
19,66,2736.0
19,67,2596.0
19,68,2506.0
19,69,2418.0
19,70,2302.0
19,71,2379.0
19,72,2026.0
19,73,1642.0
19,74,1480.0
19,75,1147.0
19,76,884.0
19,77,1516.0
19,78,1477.0
19,79,1435.0
19,80,1175.0
19,81,1081.0
19,82,941.0
19,83,2506.0
19,84,2516.0
19,85,2638.0
19,86,2630.0
19,87,2618.0
19,88,1439.0
19,89,1450.0
19,90,1282.0
19,91,1121.0
19,92,2420.0
19,93,2405.0
19,94,2216.0
19,95,2349.0
19,96,2179.0
19,97,1706.0
19,98,1717.0
19,99,2258.0
19,100,2270.0
19,101,2294.0
20,1,655.0
20,2,1701.0
20,3,2344.0
20,4,2367.0
20,5,867.0
20,6,975.0
20,7,1963.0
20,8,1448.0
20,9,10000.0
20,10,2733.0
20,11,2755.0
20,12,2662.0
20,13,2936.0
20,14,1488.0
20,15,1668.0
20,16,1934.0
20,17,1920.0
20,18,2159.0
20,19,932.0
20,20,0.0
20,21,669.0
20,22,754.0
20,23,837.0
20,24,16.0
20,25,81.0
20,26,1162.0
20,27,1028.0
20,28,2518.0
20,29,2338.0
20,30,2316.0
20,31,1337.0
20,32,1200.0
20,33,1535.0
20,34,1304.0
20,35,1312.0
20,36,1648.0
20,37,1562.0
20,38,1226.0
20,39,1101.0
20,40,2134.0
20,41,2144.0
20,42,2148.0
20,43,2347.0
20,44,2192.0
20,45,2183.0
20,46,2060.0
20,47,2083.0
20,48,2184.0
20,49,2250.0
20,50,834.0
20,51,806.0
20,52,872.0
20,53,2203.0
20,54,2207.0
20,55,2250.0
20,56,2227.0
20,57,2479.0
20,58,2862.0
20,59,2955.0
20,60,2082.0
20,61,2166.0
20,62,2296.0
20,63,966.0
20,64,781.0
20,65,3282.0
20,66,1931.0
20,67,1791.0
20,68,1701.0
20,69,1613.0
20,70,1496.0
20,71,1574.0
20,72,1221.0
20,73,2147.0
20,74,1985.0
20,75,1652.0
20,76,1389.0
20,77,842.0
20,78,672.0
20,79,911.0
20,80,1171.0
20,81,275.0
20,82,136.0
20,83,2077.0
20,84,2067.0
20,85,1945.0
20,86,1825.0
20,87,1813.0
20,88,634.0
20,89,645.0
20,90,477.0
20,91,316.0
20,92,1615.0
20,93,1600.0
20,94,1411.0
20,95,1544.0
20,96,1374.0
20,97,1814.0
20,98,1825.0
20,99,1453.0
20,100,1465.0
20,101,1488.0
21,1,45.0
21,2,1094.0
21,3,1737.0
21,4,1761.0
21,5,1537.0
21,6,1645.0
21,7,2667.0
21,8,2153.0
21,9,10000.0
21,10,3315.0
21,11,3202.0
21,12,3244.0
21,13,3519.0
21,14,2192.0
21,15,2373.0
21,16,2639.0
21,17,2625.0
21,18,2864.0
21,19,1602.0
21,20,704.0
21,21,0.0
21,22,85.0
21,23,168.0
21,24,687.0
21,25,751.0
21,26,1671.0
21,27,1732.0
21,28,2668.0
21,29,2488.0
21,30,2466.0
21,31,1806.0
21,32,1668.0
21,33,1625.0
21,34,1443.0
21,35,1434.0
21,36,1813.0
21,37,1727.0
21,38,1855.0
21,39,1729.0
21,40,2233.0
21,41,2224.0
21,42,2190.0
21,43,2320.0
21,44,2165.0
21,45,2156.0
21,46,2225.0
21,47,2249.0
21,48,2350.0
21,49,2416.0
21,50,1538.0
21,51,1511.0
21,52,1576.0
21,53,1801.0
21,54,2071.0
21,55,2163.0
21,56,2393.0
21,57,2645.0
21,58,3028.0
21,59,3121.0
21,60,2753.0
21,61,2685.0
21,62,2550.0
21,63,1670.0
21,64,1485.0
21,65,3448.0
21,66,1852.0
21,67,1712.0
21,68,1616.0
21,69,1534.0
21,70,1417.0
21,71,1323.0
21,72,1523.0
21,73,2852.0
21,74,2690.0
21,75,2356.0
21,76,2093.0
21,77,1546.0
21,78,1376.0
21,79,1615.0
21,80,1876.0
21,81,980.0
21,82,841.0
21,83,2242.0
21,84,2233.0
21,85,2110.0
21,86,1991.0
21,87,1979.0
21,88,1339.0
21,89,1349.0
21,90,1181.0
21,91,1021.0
21,92,1180.0
21,93,1227.0
21,94,1331.0
21,95,1528.0
21,96,1540.0
21,97,2518.0
21,98,2529.0
21,99,1618.0
21,100,1631.0
21,101,1409.0
22,1,10000.0
22,2,10000.0
22,3,10000.0
22,4,10000.0
22,5,10000.0
22,6,10000.0
22,7,10000.0
22,8,10000.0
22,9,10000.0
22,10,10000.0
22,11,10000.0
22,12,10000.0
22,13,10000.0
22,14,10000.0
22,15,10000.0
22,16,10000.0
22,17,10000.0
22,18,10000.0
22,19,10000.0
22,20,10000.0
22,21,10000.0
22,22,0.0
22,23,82.0
22,24,10000.0
22,25,10000.0
22,26,10000.0
22,27,10000.0
22,28,10000.0
22,29,10000.0
22,30,10000.0
22,31,10000.0
22,32,10000.0
22,33,10000.0
22,34,10000.0
22,35,10000.0
22,36,10000.0
22,37,10000.0
22,38,10000.0
22,39,10000.0
22,40,10000.0
22,41,10000.0
22,42,10000.0
22,43,10000.0
22,44,10000.0
22,45,10000.0
22,46,10000.0
22,47,10000.0
22,48,10000.0
22,49,10000.0
22,50,10000.0
22,51,10000.0
22,52,10000.0
22,53,10000.0
22,54,10000.0
22,55,10000.0
22,56,10000.0
22,57,10000.0
22,58,10000.0
22,59,10000.0
22,60,10000.0
22,61,10000.0
22,62,10000.0
22,63,10000.0
22,64,10000.0
22,65,10000.0
22,66,10000.0
22,67,10000.0
22,68,10000.0
22,69,10000.0
22,70,10000.0
22,71,10000.0
22,72,10000.0
22,73,10000.0
22,74,10000.0
22,75,10000.0
22,76,10000.0
22,77,10000.0
22,78,10000.0
22,79,10000.0
22,80,10000.0
22,81,10000.0
22,82,10000.0
22,83,10000.0
22,84,10000.0
22,85,10000.0
22,86,10000.0
22,87,10000.0
22,88,10000.0
22,89,10000.0
22,90,10000.0
22,91,10000.0
22,92,10000.0
22,93,10000.0
22,94,10000.0
22,95,10000.0
22,96,10000.0
22,97,10000.0
22,98,10000.0
22,99,10000.0
22,100,10000.0
22,101,10000.0
23,1,10000.0
23,2,10000.0
23,3,10000.0
23,4,10000.0
23,5,10000.0
23,6,10000.0
23,7,10000.0
23,8,10000.0
23,9,10000.0
23,10,10000.0
23,11,10000.0
23,12,10000.0
23,13,10000.0
23,14,10000.0
23,15,10000.0
23,16,10000.0
23,17,10000.0
23,18,10000.0
23,19,10000.0
23,20,10000.0
23,21,10000.0
23,22,10000.0
23,23,0.0
23,24,10000.0
23,25,10000.0
23,26,10000.0
23,27,10000.0
23,28,10000.0
23,29,10000.0
23,30,10000.0
23,31,10000.0
23,32,10000.0
23,33,10000.0
23,34,10000.0
23,35,10000.0
23,36,10000.0
23,37,10000.0
23,38,10000.0
23,39,10000.0
23,40,10000.0
23,41,10000.0
23,42,10000.0
23,43,10000.0
23,44,10000.0
23,45,10000.0
23,46,10000.0
23,47,10000.0
23,48,10000.0
23,49,10000.0
23,50,10000.0
23,51,10000.0
23,52,10000.0
23,53,10000.0
23,54,10000.0
23,55,10000.0
23,56,10000.0
23,57,10000.0
23,58,10000.0
23,59,10000.0
23,60,10000.0
23,61,10000.0
23,62,10000.0
23,63,10000.0
23,64,10000.0
23,65,10000.0
23,66,10000.0
23,67,10000.0
23,68,10000.0
23,69,10000.0
23,70,10000.0
23,71,10000.0
23,72,10000.0
23,73,10000.0
23,74,10000.0
23,75,10000.0
23,76,10000.0
23,77,10000.0
23,78,10000.0
23,79,10000.0
23,80,10000.0
23,81,10000.0
23,82,10000.0
23,83,10000.0
23,84,10000.0
23,85,10000.0
23,86,10000.0
23,87,10000.0
23,88,10000.0
23,89,10000.0
23,90,10000.0
23,91,10000.0
23,92,10000.0
23,93,10000.0
23,94,10000.0
23,95,10000.0
23,96,10000.0
23,97,10000.0
23,98,10000.0
23,99,10000.0
23,100,10000.0
23,101,10000.0
24,1,672.0
24,2,1718.0
24,3,2361.0
24,4,2384.0
24,5,850.0
24,6,958.0
24,7,1980.0
24,8,1465.0
24,9,10000.0
24,10,2750.0
24,11,2772.0
24,12,2679.0
24,13,2953.0
24,14,1505.0
24,15,1685.0
24,16,1951.0
24,17,1937.0
24,18,2176.0
24,19,915.0
24,20,16.0
24,21,686.0
24,22,771.0
24,23,854.0
24,24,0.0
24,25,64.0
24,26,1179.0
24,27,1045.0
24,28,2535.0
24,29,2355.0
24,30,2333.0
24,31,1354.0
24,32,1217.0
24,33,1552.0
24,34,1321.0
24,35,1329.0
24,36,1665.0
24,37,1579.0
24,38,1243.0
24,39,1118.0
24,40,2151.0
24,41,2161.0
24,42,2165.0
24,43,2364.0
24,44,2209.0
24,45,2200.0
24,46,2077.0
24,47,2100.0
24,48,2201.0
24,49,2267.0
24,50,851.0
24,51,823.0
24,52,889.0
24,53,2220.0
24,54,2224.0
24,55,2267.0
24,56,2244.0
24,57,2496.0
24,58,2879.0
24,59,2972.0
24,60,2098.0
24,61,2183.0
24,62,2313.0
24,63,983.0
24,64,798.0
24,65,3299.0
24,66,1948.0
24,67,1808.0
24,68,1718.0
24,69,1630.0
24,70,1513.0
24,71,1591.0
24,72,1238.0
24,73,2164.0
24,74,2002.0
24,75,1669.0
24,76,1406.0
24,77,859.0
24,78,689.0
24,79,928.0
24,80,1188.0
24,81,292.0
24,82,153.0
24,83,2094.0
24,84,2084.0
24,85,1962.0
24,86,1842.0
24,87,1830.0
24,88,651.0
24,89,662.0
24,90,494.0
24,91,333.0
24,92,1632.0
24,93,1617.0
24,94,1428.0
24,95,1561.0
24,96,1391.0
24,97,1831.0
24,98,1842.0
24,99,1470.0
24,100,1482.0
24,101,1505.0
25,1,736.0
25,2,1782.0
25,3,2425.0
25,4,2449.0
25,5,915.0
25,6,1022.0
25,7,2044.0
25,8,1530.0
25,9,10000.0
25,10,2814.0
25,11,2837.0
25,12,2743.0
25,13,3017.0
25,14,1569.0
25,15,1750.0
25,16,2016.0
25,17,2002.0
25,18,2241.0
25,19,979.0
25,20,81.0
25,21,750.0
25,22,836.0
25,23,918.0
25,24,64.0
25,25,0.0
25,26,1244.0
25,27,1109.0
25,28,2599.0
25,29,2419.0
25,30,2397.0
25,31,1419.0
25,32,1281.0
25,33,1617.0
25,34,1385.0
25,35,1394.0
25,36,1729.0
25,37,1643.0
25,38,1308.0
25,39,1182.0
25,40,2215.0
25,41,2225.0
25,42,2229.0
25,43,2428.0
25,44,2274.0
25,45,2264.0
25,46,2141.0
25,47,2165.0
25,48,2265.0
25,49,2331.0
25,50,915.0
25,51,888.0
25,52,953.0
25,53,2284.0
25,54,2289.0
25,55,2331.0
25,56,2309.0
25,57,2561.0
25,58,2943.0
25,59,3036.0
25,60,2163.0
25,61,2248.0
25,62,2377.0
25,63,1047.0
25,64,863.0
25,65,3363.0
25,66,2013.0
25,67,1872.0
25,68,1782.0
25,69,1694.0
25,70,1578.0
25,71,1656.0
25,72,1302.0
25,73,2229.0
25,74,2067.0
25,75,1733.0
25,76,1470.0
25,77,923.0
25,78,753.0
25,79,992.0
25,80,1253.0
25,81,357.0
25,82,218.0
25,83,2158.0
25,84,2148.0
25,85,2026.0
25,86,1907.0
25,87,1895.0
25,88,716.0
25,89,726.0
25,90,559.0
25,91,398.0
25,92,1697.0
25,93,1682.0
25,94,1492.0
25,95,1625.0
25,96,1456.0
25,97,1896.0
25,98,1906.0
25,99,1534.0
25,100,1546.0
25,101,1570.0
26,1,1677.0
26,2,576.0
26,3,1219.0
26,4,1243.0
26,5,2002.0
26,6,2110.0
26,7,1962.0
26,8,1447.0
26,9,10000.0
26,10,2564.0
26,11,2451.0
26,12,2493.0
26,13,2768.0
26,14,1486.0
26,15,1667.0
26,16,1933.0
26,17,1919.0
26,18,2158.0
26,19,2067.0
26,20,1135.0
26,21,1632.0
26,22,1717.0
26,23,1800.0
26,24,1152.0
26,25,1216.0
26,26,0.0
26,27,134.0
26,28,1932.0
26,29,1753.0
26,30,1730.0
26,31,581.0
26,32,443.0
26,33,723.0
26,34,491.0
26,35,500.0
26,36,1062.0
26,37,977.0
26,38,470.0
26,39,344.0
26,40,1482.0
26,41,1473.0
26,42,1440.0
26,43,1569.0
26,44,1414.0
26,45,1405.0
26,46,1474.0
26,47,1498.0
26,48,1599.0
26,49,1665.0
26,50,747.0
26,51,720.0
26,52,870.0
26,53,1113.0
26,54,1377.0
26,55,1420.0
26,56,1642.0
26,57,1894.0
26,58,2277.0
26,59,2370.0
26,60,1995.0
26,61,1934.0
26,62,1799.0
26,63,1705.0
26,64,1520.0
26,65,2697.0
26,66,1101.0
26,67,961.0
26,68,871.0
26,69,783.0
26,70,666.0
26,71,573.0
26,72,389.0
26,73,2130.0
26,74,1968.0
26,75,1651.0
26,76,1388.0
26,77,1827.0
26,78,1657.0
26,79,1420.0
26,80,1170.0
26,81,869.0
26,82,1009.0
26,83,1491.0
26,84,1482.0
26,85,1359.0
26,86,1240.0
26,87,1228.0
26,88,547.0
26,89,520.0
26,90,668.0
26,91,828.0
26,92,491.0
26,93,476.0
26,94,580.0
26,95,777.0
26,96,789.0
26,97,1727.0
26,98,1738.0
26,99,867.0
26,100,880.0
26,101,658.0
27,1,1656.0
27,2,711.0
27,3,1354.0
27,4,1377.0
27,5,1868.0
27,6,1976.0
27,7,1827.0
27,8,1313.0
27,9,10000.0
27,10,2504.0
27,11,2391.0
27,12,2433.0
27,13,2707.0
27,14,1352.0
27,15,1533.0
27,16,1799.0
27,17,1785.0
27,18,2024.0
27,19,1933.0
27,20,1000.0
27,21,1669.0
27,22,1755.0
27,23,1838.0
27,24,1017.0
27,25,1082.0
27,26,134.0
27,27,0.0
27,28,1872.0
27,29,1692.0
27,30,1670.0
27,31,446.0
27,32,309.0
27,33,645.0
27,34,413.0
27,35,421.0
27,36,1002.0
27,37,916.0
27,38,335.0
27,39,210.0
27,40,1422.0
27,41,1412.0
27,42,1379.0
27,43,1508.0
27,44,1354.0
27,45,1344.0
27,46,1414.0
27,47,1437.0
27,48,1538.0
27,49,1604.0
27,50,613.0
27,51,585.0
27,52,736.0
27,53,1247.0
27,54,1317.0
27,55,1359.0
27,56,1581.0
27,57,1833.0
27,58,2216.0
27,59,2309.0
27,60,1860.0
27,61,1874.0
27,62,1738.0
27,63,1570.0
27,64,1386.0
27,65,2636.0
27,66,1040.0
27,67,900.0
27,68,810.0
27,69,722.0
27,70,606.0
27,71,684.0
27,72,330.0
27,73,1996.0
27,74,1834.0
27,75,1516.0
27,76,1253.0
27,77,1692.0
27,78,1523.0
27,79,1285.0
27,80,1036.0
27,81,735.0
27,82,874.0
27,83,1431.0
27,84,1421.0
27,85,1299.0
27,86,1179.0
27,87,1167.0
27,88,413.0
27,89,386.0
27,90,534.0
27,91,694.0
27,92,625.0
27,93,610.0
27,94,520.0
27,95,717.0
27,96,729.0
27,97,1593.0
27,98,1604.0
27,99,807.0
27,100,819.0
27,101,598.0
28,1,2605.0
28,2,1505.0
28,3,2148.0
28,4,909.0
28,5,2899.0
28,6,3006.0
28,7,1719.0
28,8,2142.0
28,9,10000.0
28,10,1073.0
28,11,960.0
28,12,1002.0
28,13,1276.0
28,14,2181.0
28,15,2362.0
28,16,1748.0
28,17,1762.0
28,18,2001.0
28,19,2834.0
28,20,2535.0
28,21,2560.0
28,22,2646.0
28,23,2728.0
28,24,2552.0
28,25,2616.0
28,26,1911.0
28,27,1804.0
28,28,0.0
28,29,179.0
28,30,201.0
28,31,1836.0
28,32,1699.0
28,33,1247.0
28,34,1473.0
28,35,1465.0
28,36,978.0
28,37,1168.0
28,38,1885.0
28,39,1760.0
28,40,498.0
28,41,507.0
28,42,598.0
28,43,414.0
28,44,566.0
28,45,575.0
28,46,687.0
28,47,710.0
28,48,811.0
28,49,877.0
28,50,1941.0
28,51,1913.0
28,52,2063.0
28,53,970.0
28,54,701.0
28,55,609.0
28,56,290.0
28,57,542.0
28,58,859.0
28,59,952.0
28,60,971.0
28,61,903.0
28,62,767.0
28,63,2513.0
28,64,2329.0
28,65,1279.0
28,66,887.0
28,67,1034.0
28,68,1124.0
28,69,1211.0
28,70,1276.0
28,71,1354.0
28,72,1553.0
28,73,1652.0
28,74,1489.0
28,75,1823.0
28,76,2086.0
28,77,2641.0
28,78,2493.0
28,79,2179.0
28,80,1918.0
28,81,2274.0
28,82,2413.0
28,83,440.0
28,84,450.0
28,85,573.0
28,86,692.0
28,87,704.0
28,88,1914.0
28,89,1925.0
28,90,2072.0
28,91,2233.0
28,92,1419.0
28,93,1467.0
28,94,1362.0
28,95,1150.0
28,96,1162.0
28,97,1249.0
28,98,1238.0
28,99,1240.0
28,100,1071.0
28,101,1268.0
29,1,2426.0
29,2,1325.0
29,3,1968.0
29,4,729.0
29,5,2719.0
29,6,2826.0
29,7,1540.0
29,8,1962.0
29,9,10000.0
29,10,893.0
29,11,780.0
29,12,822.0
29,13,1097.0
29,14,2001.0
29,15,2182.0
29,16,1568.0
29,17,1582.0
29,18,1821.0
29,19,2655.0
29,20,2355.0
29,21,2381.0
29,22,2466.0
29,23,2549.0
29,24,2372.0
29,25,2437.0
29,26,1731.0
29,27,1625.0
29,28,179.0
29,29,0.0
29,30,22.0
29,31,1657.0
29,32,1519.0
29,33,1068.0
29,34,1293.0
29,35,1285.0
29,36,798.0
29,37,988.0
29,38,1705.0
29,39,1580.0
29,40,318.0
29,41,328.0
29,42,419.0
29,43,234.0
29,44,386.0
29,45,395.0
29,46,507.0
29,47,530.0
29,48,631.0
29,49,697.0
29,50,1761.0
29,51,1733.0
29,52,1884.0
29,53,791.0
29,54,521.0
29,55,430.0
29,56,110.0
29,57,362.0
29,58,679.0
29,59,772.0
29,60,791.0
29,61,723.0
29,62,588.0
29,63,2334.0
29,64,2149.0
29,65,1099.0
29,66,707.0
29,67,854.0
29,68,944.0
29,69,1032.0
29,70,1096.0
29,71,1174.0
29,72,1374.0
29,73,1472.0
29,74,1310.0
29,75,1643.0
29,76,1906.0
29,77,2461.0
29,78,2313.0
29,79,1999.0
29,80,1739.0
29,81,2094.0
29,82,2233.0
29,83,261.0
29,84,270.0
29,85,393.0
29,86,512.0
29,87,524.0
29,88,1735.0
29,89,1745.0
29,90,1893.0
29,91,2053.0
29,92,1240.0
29,93,1287.0
29,94,1182.0
29,95,970.0
29,96,982.0
29,97,1069.0
29,98,1059.0
29,99,1061.0
29,100,891.0
29,101,1089.0
30,1,2403.0
30,2,1303.0
30,3,1946.0
30,4,751.0
30,5,2697.0
30,6,2804.0
30,7,1517.0
30,8,1940.0
30,9,10000.0
30,10,871.0
30,11,758.0
30,12,800.0
30,13,1074.0
30,14,1979.0
30,15,2160.0
30,16,1546.0
30,17,1560.0
30,18,1799.0
30,19,2632.0
30,20,2333.0
30,21,2358.0
30,22,2444.0
30,23,2526.0
30,24,2350.0
30,25,2414.0
30,26,1709.0
30,27,1602.0
30,28,201.0
30,29,22.0
30,30,0.0
30,31,1635.0
30,32,1497.0
30,33,1045.0
30,34,1271.0
30,35,1263.0
30,36,776.0
30,37,966.0
30,38,1683.0
30,39,1558.0
30,40,296.0
30,41,305.0
30,42,397.0
30,43,212.0
30,44,364.0
30,45,373.0
30,46,485.0
30,47,508.0
30,48,609.0
30,49,675.0
30,50,1739.0
30,51,1711.0
30,52,1862.0
30,53,768.0
30,54,499.0
30,55,407.0
30,56,88.0
30,57,340.0
30,58,657.0
30,59,750.0
30,60,769.0
30,61,701.0
30,62,565.0
30,63,2311.0
30,64,2127.0
30,65,1077.0
30,66,685.0
30,67,832.0
30,68,922.0
30,69,1009.0
30,70,1074.0
30,71,1152.0
30,72,1351.0
30,73,1450.0
30,74,1288.0
30,75,1621.0
30,76,1884.0
30,77,2439.0
30,78,2291.0
30,79,1977.0
30,80,1716.0
30,81,2072.0
30,82,2211.0
30,83,239.0
30,84,248.0
30,85,371.0
30,86,490.0
30,87,502.0
30,88,1713.0
30,89,1723.0
30,90,1871.0
30,91,2031.0
30,92,1218.0
30,93,1265.0
30,94,1160.0
30,95,948.0
30,96,960.0
30,97,1047.0
30,98,1036.0
30,99,1039.0
30,100,869.0
30,101,1066.0
31,1,1738.0
31,2,638.0
31,3,1281.0
31,4,1305.0
31,5,2278.0
31,6,2385.0
31,7,2237.0
31,8,1722.0
31,9,10000.0
31,10,2332.0
31,11,2219.0
31,12,2261.0
31,13,2535.0
31,14,1762.0
31,15,1942.0
31,16,2208.0
31,17,2195.0
31,18,2434.0
31,19,2343.0
31,20,1410.0
31,21,1693.0
31,22,1779.0
31,23,1862.0
31,24,1427.0
31,25,1492.0
31,26,544.0
31,27,409.0
31,28,1700.0
31,29,1520.0
31,30,1498.0
31,31,0.0
31,32,137.0
31,33,473.0
31,34,241.0
31,35,250.0
31,36,830.0
31,37,744.0
31,38,490.0
31,39,365.0
31,40,1250.0
31,41,1241.0
31,42,1207.0
31,43,1337.0
31,44,1182.0
31,45,1172.0
31,46,1242.0
31,47,1266.0
31,48,1366.0
31,49,1432.0
31,50,1023.0
31,51,995.0
31,52,1145.0
31,53,1140.0
31,54,1145.0
31,55,1187.0
31,56,1410.0
31,57,1662.0
31,58,2045.0
31,59,2137.0
31,60,1770.0
31,61,1702.0
31,62,1567.0
31,63,1980.0
31,64,1796.0
31,65,2464.0
31,66,869.0
31,67,729.0
31,68,638.0
31,69,550.0
31,70,434.0
31,71,512.0
31,72,158.0
31,73,1974.0
31,74,1811.0
31,75,1624.0
31,76,1663.0
31,77,2102.0
31,78,1932.0
31,79,1695.0
31,80,1446.0
31,81,1145.0
31,82,1284.0
31,83,1259.0
31,84,1249.0
31,85,1127.0
31,86,1008.0
31,87,996.0
31,88,823.0
31,89,796.0
31,90,943.0
31,91,1104.0
31,92,553.0
31,93,538.0
31,94,348.0
31,95,545.0
31,96,557.0
31,97,1571.0
31,98,1581.0
31,99,635.0
31,100,647.0
31,101,426.0
32,1,1601.0
32,2,501.0
32,3,1144.0
32,4,1167.0
32,5,2140.0
32,6,2248.0
32,7,2099.0
32,8,1585.0
32,9,10000.0
32,10,2194.0
32,11,2082.0
32,12,2124.0
32,13,2398.0
32,14,1624.0
32,15,1805.0
32,16,2071.0
32,17,2057.0
32,18,2296.0
32,19,2205.0
32,20,1273.0
32,21,1556.0
32,22,1641.0
32,23,1724.0
32,24,1290.0
32,25,1354.0
32,26,406.0
32,27,272.0
32,28,1562.0
32,29,1383.0
32,30,1361.0
32,31,137.0
32,32,0.0
32,33,335.0
32,34,104.0
32,35,112.0
32,36,693.0
32,37,607.0
